선행종합지수(2015=100)
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
114.2
