후행종합지수(2015=100)
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
112.8
