kosdaq
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
675.65
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
669.37
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
657.02
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
664.49
